Title,twitter,Ideology,URL,URL Reconstruct,URL Redirect Reconstruct,Location,Parent,Parent URL,Parent Country
HRC in Nevada,hrc_nv,Left,http://hrc.org/nevada,hrc.org,hrc.org,"Nevada, USA",Human Rights Campaign (HRC),https://www.hrc.org,United States
HRC in Michigan,hrc_mi,Left,http://hrc.org/michigan,hrc.org,hrc.org,"Michigan, USA",Human Rights Campaign (HRC),https://www.hrc.org,United States
HRC Nashville,hrc_nash,Left,http://hrc.org/nashville,hrc.org,hrc.org,"Nashville, TN",Human Rights Campaign (HRC),https://www.hrc.org,United States
In Defence of Marxism,marxistcom,Left,http://www.marxist.com/,marxist,marxist,Worldwide,In Defence of Marxism,https://www.marxist.com/,Unknown
Adam Pal,adampal1,Left,http://www.marxist.com,marxist,marxist,Lahore,In Defence of Marxism,https://www.marxist.com/,Unknown
In These Times,inthesetimesmag,Left,http://www.inthesetimes.com,inthesetimes,inthesetimes,"Chicago, IL",In These Times,https://inthesetimes.com/,United States
in(tern) these times,ittinterns,Left,http://inthesetimes.com,inthesetimes,inthesetimes,"Chicago, IL",In These Times,https://inthesetimes.com/,United States
Informed Comment,infcomment,Left,http://www.juancole.com,juancole,juancole,,Informed Comment,https://www.juancole.com,Unknown
Institute for Policy Studies,ips_dc,Left,http://www.ips-dc.org,ips-dc.org,ips-dc.org,"Washington, DC",Institute for Policy Studies,https://ips-dc.org/,Unknown
International Viewpoint,iviewpoint,Left,http://internationalviewpoint.org,internationalviewpoint.org,internationalviewpoint.org,Worldwide,International Viewpoint,http://www.internationalviewpoint.org/,Unknown
"Intrepid Report/Bev Conover, editor",intrepid_report,Left,http://www.intrepidreport.com,intrepidreport,intrepidreport,Global,Intrepid Report,http://www.intrepidreport.com/,United States
Iowa Capital Dispatch,iowacapdispatch,Left,https://iowacapitaldispatch.com/,iowacapitaldispatch,iowacapitaldispatch,Des Moines,Iowa Capital Dispatch,https://iowacapitaldispatch.com/,United States
Kathie Obradovich,kobradovich,Left,https://iowacapitaldispatch.com,iowacapitaldispatch,iowacapitaldispatch,"Des Moines, Iowa",Iowa Capital Dispatch,https://iowacapitaldispatch.com/,United States
Iowa Starting Line,iastartingline,Left,http://www.iowastartingline.com,iowastartingline,iowastartingline,,Iowa Starting Line,https://iowastartingline.com,United States
It's Going Down,igd_news,Left,https://itsgoingdown.org,itsgoingdown.org,itsgoingdown.org,So-Called North America,It’s Going Down,https://itsgoingdown.org/,United States
Jacobin,jacobin,Left,http://jacobinmag.com/,jacobinmag,jacobinmag,New York City,Jacobin,https://www.jacobinmag.com/,United States
Bhaskar Sunkara,sunraysunray,Left,http://jacobinmag.com,jacobinmag,jacobinmag,New York,Jacobin,https://www.jacobinmag.com/,United States
Jacobin magazine union,jacobinunion,Left,http://jacobinmag.com,jacobinmag,jacobinmag,"Brooklyn, NY",Jacobin,https://www.jacobinmag.com/,United States
Jacobin Australia,jacobinaust,Left,http://jacobinmag.com,jacobinmag,jacobinmag,"Melbourne, Victoria",Jacobin,https://www.jacobinmag.com/,United States
Jezebel,jezebel,Left,http://jezebel.com,jezebel,jezebel,,Jezebel,https://jezebel.com/,United States
Latest.com,latest_com,Left,http://latest.com,latest,latest,"New York, NY",Latest.com,https://latest.com,United States
Lavender Magazine,lavmag,Left,http://lavendermagazine.com,lavendermagazine,lavendermagazine,"Minneapolis, MN USA",Lavender Magazine,https://www.lavendermagazine.com/,United States
L.A. Weekly,laweekly,Left,http://www.laweekly.com,laweekly,laweekly,Los Angeles,LA Weekly,https://www.laweekly.com/,United States
LAWeeklyStreet,laweeklystreet,Left,https://www.laweekly.com,laweekly,laweekly,"Los Angeles, CA",LA Weekly,https://www.laweekly.com/,United States
LA Weekly Music,laweeklymusic,Left,http://www.laweekly.com/music,laweekly,laweekly,Los Angeles,LA Weekly,https://www.laweekly.com/,United States
L.A. Weekly Arts & Culture,laweeklyarts,Left,https://www.laweekly.com/category/arts/,laweekly,laweekly,"Los Angeles, CA",LA Weekly,https://www.laweekly.com/,United States
Left Foot Forward,leftfootfwd,Left,http://www.leftfootforward.org,leftfootforward.org,leftfootforward.org,United Kingdom,Left Foot Forward,https://leftfootforward.org/,United Kingdom
Left Voice,left_voice,Left,https://www.leftvoice.org/,leftvoice.org,leftvoice.org,,Left Voice,https://www.leftvoice.org,Argentina
LeftScoop,leftscoop,Left,https://www.leftscoop.com,leftscoop,leftscoop,"Houston, TX",LeftScoop,https://www.leftscoop.com/,Unknown
Bilerico Project / LGBTQ Nation,bilericoproject,Left,https://www.lgbtqnation.com,lgbtqnation,lgbtqnation,United States,LGBTQ Nation,https://www.lgbtqnation.com/,United States
libcom.org,libcomorg,Left,http://libcom.org,libcom.org,libcom.org,Petrograd,Libcom.org,http://libcom.org,Unknown
Liberal America,libamericaorg,Left,http://www.liberalamerica.org,liberalamerica.org,liberalamerica.org,Liberal America,Liberal America,http://liberalamerica.org/,United States
Charles Johnson,green_footballs,Left,http://littlegreenfootballs.com,littlegreenfootballs,littlegreenfootballs,Anonymous Function Junction,Little Green Footballs,http://littlegreenfootballs.com/,United States
Mashable,mashable,Left,http://mashable.com,mashable,mashable,,Mashable,https://mashable.com,United States
Mashable News,mashablenews,Left,http://mashable.com,mashable,mashable,,Mashable,https://mashable.com,United States
MashableExperiential,mashableevents,Left,http://mashable.com,mashable,mashable,,Mashable,https://mashable.com,United States
Mashable Deals,mashabledeals,Left,http://mashable.com/category/mashable-shopping/,mashable,mashable,,Mashable,https://mashable.com,United States
Mashable UK,mashableuk,Left,http://mashable.com/?geo=gb,mashable,mashable,,Mashable,https://mashable.com,United States
Mashable Australia,mashableau,Left,http://mashable.com,mashable,mashable,Australia,Mashable,https://mashable.com,United States
Media Matters,mmfa,Left,http://mediamatters.org/,mediamatters.org,mediamatters.org,"Washington, DC",Media Matters,https://www.mediamatters.org,United States
Mediaite,mediaite,Left,http://www.mediaite.com,mediaite,mediaite,"New York, NY",Mediaite,https://www.mediaite.com/,United States
Sarah Rumpf,rumpfshaker,Left,https://www.mediaite.com/author/sarah-rumpf/,mediaite,mediaite,"Tallahassee, FL",Mediaite,https://www.mediaite.com/,United States
Tommy moderna-vaX-Topher,tommyxtopher,Left,http://mediaite.com,mediaite,mediaite,Southern New Jersey,Mediaite,https://www.mediaite.com/,United States
Meduza,meduzaproject,Left,https://meduza.io,meduza.io,meduza.io,,Meduza,https://meduza.io/en,Latvia
Meduza in English,meduza_en,Left,https://meduza.io/en,meduza.io,meduza.io,,Meduza,https://meduza.io/en,Latvia
MeidasTouch.com,meidastouch,Left,https://www.meidastouch.com,meidastouch,meidastouch,,MeidasTouch,https://www.meidastouch.com/,United States
Ben Meiselas,meiselasb,Left,http://www.meidastouch.com,meidastouch,meidastouch,"Los Angeles, California",MeidasTouch,https://www.meidastouch.com/,United States
MERRY JANE,merryjane,Left,http://merryjane.com,merryjane,merryjane,Worldwide,Merry Jane,https://www.merryjane.com/,United States
Zeus Tipado,tipado,Left,https://merryjane.com/culture/heres-what-neuroimaging-can-tell-us-about-the-psychedelic-experience,merryjane,merryjane,"Los Angeles, CA",Merry Jane,https://www.merryjane.com/,United States
Miami New Times,miaminewtimes,Left,http://www.miaminewtimes.com,miaminewtimes,miaminewtimes,"Miami, FL",Miami New Times,http://www.miaminewtimes.com/,United States
Miami New Times Arts & Music,newtimesculture,Left,http://www.miaminewtimes.com,miaminewtimes,miaminewtimes,Miami,Miami New Times,http://www.miaminewtimes.com/,United States
Middle East Monitor,middleeastmnt,Left,https://www.middleeastmonitor.com,middleeastmonitor,middleeastmonitor,"London, UK",Middle East Monitor,https://www.middleeastmonitor.com/,United Kingdom
Modern Liberals,modern_liberals,Left,http://modernliberals.com,modernliberals,modernliberals,United States,Modern Liberals,http://modernliberals.com/,United States
Monthly Review,monthly_review,Left,https://monthlyreview.org,monthlyreview.org,monthlyreview.org,"New York, NY",Monthly Review,https://monthlyreview.org/,United States
Moon of Alabama,moonofa,Left,http://www.moonofalabama.org/,moonofalabama.org,moonofalabama.org,,Moon of Alabama,https://www.moonofalabama.org/,United States
Ms. Magazine,msmagazine,Left,http://www.msmagazine.com/,msmagazine,msmagazine,,Ms. (Magazine),https://msmagazine.com/,United States
MSNBC,msnbc,Left,http://msnbc.com/live,msnbc,msnbc,,MSNBC,https://www.msnbc.com/,United States
MSNBC Daily,msnbcdaily,Left,http://msnbc.com,msnbc,msnbc,"New York, New York",MSNBC,https://www.msnbc.com/,United States
American Voices with Alicia Menendez,aliciaonmsnbc,Left,http://msnbc.com/american-voices-alicia-menendez,msnbc,msnbc,New York City,MSNBC,https://www.msnbc.com/,United States
Lorraine C. Miller,lorrainecmiller,Left,http://www.naacp.org,naacp.org,naacp.org,"Baltimore, Maryland",National Association for the Advancement of Colored People (NAACP),https://www.naacp.org/,United States
NRDC 🌎🏡,nrdc,Left,http://www.nrdc.org/,nrdc.org,nrdc.org,Planet Earth,Natural Resources Defense Council (NRDC),https://www.nrdc.org/,United States
Jake Schmidt - NRDC,jschmidtnrdc,Left,https://www.nrdc.org/experts/jake-schmidt,nrdc.org,nrdc.org,"Washington, DC",Natural Resources Defense Council (NRDC),https://www.nrdc.org/,United States
NRDC Media Team,nrdcnews,Left,http://nrdc.org/news,nrdc.org,nrdc.org,New York- Headquarters,Natural Resources Defense Council (NRDC),https://www.nrdc.org/,United States
Britt Bello,bbello22,Left,https://www.nrdc.org,nrdc.org,nrdc.org,,Natural Resources Defense Council (NRDC),https://www.nrdc.org/,United States
Larry Levine,llevine_nrdc,Left,http://www.nrdc.org/experts/larry-levine,nrdc.org,nrdc.org,,Natural Resources Defense Council (NRDC),https://www.nrdc.org/,United States
David Doniger,daviddoniger,Left,https://www.nrdc.org/experts/david-doniger,nrdc.org,nrdc.org,"Washington, DC",Natural Resources Defense Council (NRDC),https://www.nrdc.org/,United States
New Internationalist,newint,Left,http://newint.org,newint.org,newint.org,Worldwide,New Internationalist,https://newint.org/,United Kingdom
Vanessa Baird,vanessabni,Left,http://newint.org,newint.org,newint.org,Oxford,New Internationalist,https://newint.org/,United Kingdom
The New Republic,newrepublic,Left,http://www.newrepublic.com,newrepublic,newrepublic,"New York, NY",New Republic,https://newrepublic.com/,United States
New Statesman,newstatesman,Left,http://www.newstatesman.com,newstatesman,newstatesman,"London, England. Founded 1913",New Statesman,https://www.newstatesman.com,United Kingdom
New Statesman World,statesmanworld,Left,https://www.newstatesman.com/international,newstatesman,newstatesman,"London, Berlin, Washington DC",New Statesman,https://www.newstatesman.com,United Kingdom
Shiraz Maher,shirazmaher,Left,http://www.newstatesman.com/writers/shiraz_maher,newstatesman,newstatesman,London,New Statesman,https://www.newstatesman.com,United Kingdom
Amsterdam News,nyamnews,Left,http://amsterdamnews.com/,amsterdamnews,amsterdamnews,"Harlem, NY",New York Amsterdam News,http://amsterdamnews.com,United States
Elinor Tatum,elinortatum,Left,http://www.amsterdamnews.com,amsterdamnews,amsterdamnews,New York City,New York Amsterdam News,http://amsterdamnews.com,United States
New York Magazine,nymag,Left,http://nymag.com,nymag,nymag,"New York, NY",New York Magazine,http://nymag.com/,United States
Olivia Nuzzi,olivianuzzi,Left,http://nymag.com,nymag,nymag,"Washington, DC",New York Magazine,http://nymag.com/,United States
The New Yorker,newyorker,Left,http://www.newyorker.com,newyorker,newyorker,"New York, NY",New Yorker,https://www.newyorker.com/,United States
New Yorker Fiction,nyerfiction,Left,http://newyorker.com,newyorker,newyorker,"New York, NY",New Yorker,https://www.newyorker.com/,United States
New Yorker Festival,newyorkerfest,Left,http://newyorker.com/festival,newyorker,newyorker,"New York, NY",New Yorker,https://www.newyorker.com/,United States
NewsHounds,newshounds,Left,http://www.newshounds.us,newshounds.us,newshounds.us,blogosphere,NewsHounds,https://www.newshounds.us/,United States
EllenB,newshoundellen,Left,http://www.newshounds.us,newshounds.us,newshounds.us,Blogosphere,NewsHounds,https://www.newshounds.us/,United States
NewsOne,newsone,Left,http://www.newsone.com,newsone,newsone,"New York, NY",NewsOne,https://newsone.com/,United States
North99,wearenorth99,Left,https://north99.org/newsletters/,north99.org,north99.org,Canada,North99,https://north99.org/,Canada
NOW Magazine,nowtoronto,Left,http://nowtoronto.com,nowtoronto,nowtoronto,"Toronto, Ontario",Now Magazine,https://nowtoronto.com/,Unknown
Occupy.com,occupy,Left,http://www.occupy.com,occupy,occupy,Everywhere,Occupy.com,https://www.occupy.com,United States
opednews,opednews,Left,http://www.opednews.com/,opednews,opednews,"Newtown, PA",OpEdNews (OEN),https://www.opednews.com/,United States
Open Society Foundations,opensociety,Left,http://opensocietyfoundations.org,opensocietyfoundations.org,opensocietyfoundations.org,Worldwide,Open Society Foundations,https://www.opensocietyfoundations.org/,United States
George Soros,georgesoros,Left,http://www.opensocietyfoundations.org,opensocietyfoundations.org,opensocietyfoundations.org,"New York, NY",Open Society Foundations,https://www.opensocietyfoundations.org/,United States
Jonathan Birchall,birchall_jon,Left,http://www.opensocietyfoundations.org,opensocietyfoundations.org,opensocietyfoundations.org,New York,Open Society Foundations,https://www.opensocietyfoundations.org/,United States
Palmer Report,palmerreport,Left,http://palmerreport.com,palmerreport,palmerreport,"Los Angeles, CA",Palmer Report,https://www.palmerreport.com,United States
Paste Magazine,pastemagazine,Left,http://www.pastemagazine.com,pastemagazine,pastemagazine,"Atlanta, GA",Paste Magazine,https://www.pastemagazine.com/,United States
Paste Games,pastegames,Left,http://www.pastemagazine.com/games,pastemagazine,pastemagazine,"Atlanta, GA",Paste Magazine,https://www.pastemagazine.com/,United States
Garrett Martin,grmartin,Left,https://www.pastemagazine.com/writers?name=garrett+martin,pastemagazine,pastemagazine,Atlanta,Paste Magazine,https://www.pastemagazine.com/,United States
Christian Becker,theamazingbeck,Left,https://www.pastemagazine.com/search?t=christian+becker,pastemagazine,pastemagazine,"Hoboken, NJ",Paste Magazine,https://www.pastemagazine.com/,United States
Paste Wrestling,pastewrestling,Left,http://www.pastemagazine.com/wrestling,pastemagazine,pastemagazine,"Atlanta, GA",Paste Magazine,https://www.pastemagazine.com/,United States
Peacock Panache,peacockpanache,Left,http://peacock-panache.com,peacock-panache,peacock-panache,"Chicago, IL",Peacock Panache,https://www.peacock-panache.com/,United States
PinkNews Futures,pinknewsfutures,Left,https://www.pinknews.co.uk/pinknews-futures/,pinknews.co.uk,pinknews.co.uk,,PinkNews,https://www.pinknews.co.uk,United Kingdom
ryan john butcher,ryanjohnbutcher,Left,http://www.pinknews.co.uk,pinknews.co.uk,pinknews.co.uk,london,PinkNews,https://www.pinknews.co.uk,United Kingdom
Vic Parsons (they/them),vicparsons_,Left,https://www.pinknews.co.uk/author/vic,pinknews.co.uk,pinknews.co.uk,"London, England",PinkNews,https://www.pinknews.co.uk,United Kingdom
Political Dig,politicaldig,Left,http://www.politicaldig.com,politicaldig,politicaldig,"Texas, USA",Political Dig,http://politicaldig.com/,United States
PoliticusUSA,politicususa,Left,http://www.politicususa.com,politicususa,politicususa,USA,PoliticusUSA,https://www.politicususa.com,United States
