Title,twitter,Ideology,URL,URL Reconstruct,URL Redirect Reconstruct,Location,Parent,Parent URL,Parent Country
Sentinel Business,osentinelbiz,Center-left,http://www.orlandosentinel.com/business,orlandosentinel,orlandosentinel,"Orlando, FL",Orlando Sentinel,https://www.orlandosentinel.com,United States
Sentinel Sports,orlandosports,Center-left,http://www.orlandosentinel.com/sports,orlandosentinel,orlandosentinel,"Orlando, FL",Orlando Sentinel,https://www.orlandosentinel.com,United States
Edgar Thompson,osgators,Center-left,http://www.orlandosentinel.com/sports/college/gators/,orlandosentinel,orlandosentinel,"Orlando, Florida",Orlando Sentinel,https://www.orlandosentinel.com,United States
Our World in Data,ourworldindata,Center-left,http://www.ourworldindata.org,ourworldindata.org,ourworldindata.org,"Oxford, England",Our World In Data,https://ourworldindata.org,United Kingdom
Outside The Beltway,otbtweets,Center-left,http://outsidethebeltway.com,outsidethebeltway,outsidethebeltway,Outside the Beltway,Outside The Beltway,https://www.outsidethebeltway.com/,United States
OZY,ozy,Center-left,http://ozy.com,ozy,ozy,"Mountain View, CA",Ozy Media,https://www.ozy.com/,United States
Palm Beach Daily News,shinysheet,Center-left,http://www.palmbeachdailynews.com,palmbeachdailynews,palmbeachdailynews,"Palm Beach, FL",Palm Beach Daily News,https://www.palmbeachdailynews.com/,United States
Carol Rose,crosecarol,Center-left,https://www.palmbeachdailynews.com/,palmbeachdailynews,palmbeachdailynews,"Palm Beach, FL",Palm Beach Daily News,https://www.palmbeachdailynews.com/,United States
Jodie Wagner,jrwagner5,Center-left,http://palmbeachdailynews.com,palmbeachdailynews,palmbeachdailynews,"Palm Beach, FL",Palm Beach Daily News,https://www.palmbeachdailynews.com/,United States
Darrell Hofheinz,pbdn_hofheinz,Center-left,http://palmbeachdailynews.com,palmbeachdailynews,palmbeachdailynews,"Palm Beach, FL",Palm Beach Daily News,https://www.palmbeachdailynews.com/,United States
Robert Janjigian,pbstyleland,Center-left,http://www.palmbeachdailynews.com,palmbeachdailynews,palmbeachdailynews,"Palm Beach, Florida",Palm Beach Daily News,https://www.palmbeachdailynews.com/,United States
Joyce Reingold,pbupd8,Center-left,http://www.palmbeachdailynews.com/pbupd8,palmbeachdailynews,palmbeachdailynews,Palm Beach,Palm Beach Daily News,https://www.palmbeachdailynews.com/,United States
PBS NewsHour,newshour,Center-left,https://www.pbs.org/newshour/,pbs.org,pbs.org,"Arlington, VA | New York, NY",PBS NewsHour,https://www.pbs.org/newshour/,United States
PBS NewsHour Extra,newshourextra,Center-left,http://www.pbs.org/newshour/extra,pbs.org,pbs.org,"Arlington, VA",PBS NewsHour,https://www.pbs.org/newshour/,United States
Stephanie Sy,thestephsy,Center-left,http://pbs.org/newshour/,pbs.org,pbs.org,"Phoenix, AZ",PBS NewsHour,https://www.pbs.org/newshour/,United States
The Philadelphia Inquirer,phillyinquirer,Center-left,http://www.inquirer.com,inquirer,inquirer,"Philadelphia, PA",Philadelphia Inquirer,https://www.inquirer.com/,United States
Philadelphia Inquirer Sports,phillysport,Center-left,http://www.inquirer.com/sports,inquirer,inquirer,Philadelphia,Philadelphia Inquirer,https://www.inquirer.com/,United States
Mari Schaefer,marischaefer,Center-left,http://www.philly.com,inquirer,inquirer,,Philadelphia Inquirer,https://www.inquirer.com/,United States
Cynthia Henry,cynthiahenry,Center-left,http://inquirer.com,inquirer,inquirer,"Philadelphia, PA",Philadelphia Inquirer,https://www.inquirer.com/,United States
Ellen Dunkel,edunkel,Center-left,http://www.philly.com,inquirer,inquirer,Philadelphia,Philadelphia Inquirer,https://www.inquirer.com/,United States
Inquirer Entertainment,inqent,Center-left,http://inquirer.net,inquirer.net,inquirer.net,Philippines,Philippine Daily Inquirer,https://www.inquirer.net/,Philippines
Tina Arceo-Dumlao,tinaarceodumlao,Center-left,http://www.inquirer.net,inquirer.net,inquirer.net,Philippines,Philippine Daily Inquirer,https://www.inquirer.net/,Philippines
Miguel R. Camus,miguelrcamusinq,Center-left,http://www.inquirer.net/,inquirer.net,inquirer.net,Philippines,Philippine Daily Inquirer,https://www.inquirer.net/,Philippines
Phoenix New Times,phoenixnewtimes,Center-left,http://www.phoenixnewtimes.com,phoenixnewtimes,phoenixnewtimes,"Arizona, USA",Phoenix New Times,http://www.phoenixnewtimes.com/,United States
Phoenix New Times,phxntstreet,Center-left,http://www.phoenixnewtimes.com/promotions,phoenixnewtimes,phoenixnewtimes,"Phoenix, AZ",Phoenix New Times,http://www.phoenixnewtimes.com/,United States
PHX New Times Culture,phxculture,Center-left,http://www.phoenixnewtimes.com/arts,phoenixnewtimes,phoenixnewtimes,"Phoenix, AZ",Phoenix New Times,http://www.phoenixnewtimes.com/,United States
Benjamin Leatherman,partycrasheraz,Center-left,http://www.phoenixnewtimes.com,phoenixnewtimes,phoenixnewtimes,"PHX, AZ",Phoenix New Times,http://www.phoenixnewtimes.com/,United States
Political Critique,londonpc,Center-left,http://www.politicalcritique.org,politicalcritique.org,politicalcritique.org,London,Political Critique,http://politicalcritique.org/,Poland
POLITICO,politico,Center-left,http://politico.com,politico,politico,"Washington, D.C.",Politico,https://www.politico.com,United States
POLITICO Magazine,politicomag,Center-left,http://www.politico.com/magazine,politico,politico,,Politico,https://www.politico.com,United States
Ryan Heath,politicoryan,Center-left,https://www.politico.com/newsletters/global-translations,politico,politico,,Politico,https://www.politico.com,United States
Charlie Mahtesian,politicocharlie,Center-left,http://www.politico.com,politico,politico,DC,Politico,https://www.politico.com,United States
POLITICO Press,politicopress,Center-left,https://www.politico.com/press,politico,politico,POLITICO HQ,Politico,https://www.politico.com,United States
PolitiFact,politifact,Center-left,http://www.politifact.com,politifact,politifact,"Washington, DC",Politifact,https://www.politifact.com/,United States
PolitiFact Wisconsin,politifactwisc,Center-left,http://www.politifact.com/wisconsin,politifact,politifact,"Milwaukee, Wisconsin",Politifact,https://www.politifact.com/,United States
PolitiFact Live,politifactlive,Center-left,http://politifact.com,politifact,politifact,"Washington, DC",Politifact,https://www.politifact.com/,United States
PolitiFact Texas,politifacttexas,Center-left,http://politifact.com,politifact,politifact,"Austin, Texas",Politifact,https://www.politifact.com/,United States
PolitiFact NC,politifactnc,Center-left,http://www.politifact.com/north-carolina/,politifact,politifact,"Raleigh, NC",Politifact,https://www.politifact.com/,United States
PolitiFact New York,nypolitifact,Center-left,http://www.politifact.com/new-york/,politifact,politifact,"Albany, NY",Politifact,https://www.politifact.com/,United States
PolitiFact Iowa,politifactiowa,Center-left,https://www.politifact.com/iowa/,politifact,politifact,"Iowa City, IA",Politifact,https://www.politifact.com/,United States
PolitiFact Illinois,politifactil,Center-left,http://www.politifact.com/illinois/,politifact,politifact,"Chicago, IL",Politifact,https://www.politifact.com/,United States
PolitiFact Florida,politifactfl,Center-left,http://www.politifact.com/florida,politifact,politifact,Florida,Politifact,https://www.politifact.com/,United States
Polygon,polygon,Center-left,https://www.polygon.com,polygon,polygon,,Polygon,https://www.polygon.com/,United States
Polygon Deals,polygondeals,Center-left,http://polygon.com/deals,polygon,polygon,,Polygon,https://www.polygon.com/,United States
Population Connection,popconnect1968,Center-left,http://populationconnection.org,populationconnection.org,populationconnection.org,"Washington, DC",Population Connection,http://www.populationconnection.org,Unknown
Portland Press Herald,pressherald,Center-left,http://www.pressherald.com,pressherald,pressherald,"Portland, Maine",Portland PressHerald,https://www.pressherald.com/,United States
Kevin Miller,kevinmillerpph,Center-left,http://www.pressherald.com/author/kevin-miller/,pressherald,pressherald,"Portland, Maine",Portland PressHerald,https://www.pressherald.com/,United States
Kevin Thomas,clearthebases,Center-left,http://www.pressherald.com/blogs/thomas/kevin_thomas.html,pressherald,pressherald,Hadlock Field,Portland PressHerald,https://www.pressherald.com/,United States
Joe Lawlor,joelawlorph,Center-left,http://www.pressherald.com,pressherald,pressherald,"Portland, Maine",Portland PressHerald,https://www.pressherald.com/,United States
Bob Keyes,pphbkeyes,Center-left,http://www.pressherald.com,pressherald,pressherald,"Portland, Maine",Portland PressHerald,https://www.pressherald.com/,United States
Positive News,positivenewsuk,Center-left,http://www.positive.news/subscribe,positive.news,positive.news,UK,Positive News,https://www.positive.news,Unknown
PRI,pri,Center-left,http://www.pri.org,pri.org,pri.org,,Public Radio International (PRI),https://www.pri.org/,United States
Private Eye Magazine,privateeyenews,Center-left,http://www.private-eye.co.uk,private-eye.co.uk,private-eye.co.uk,UK,Private Eye,https://www.private-eye.co.uk/,United Kingdom
Project On Government Oversight,pogowatchdog,Center-left,https://www.pogo.org,pogo.org,pogo.org,"Washington, DC",Project on Government Oversight,https://www.pogo.org/,United States
Straus Reform,strausreform,Center-left,https://www.pogo.org/center-for-defense-information/,pogo.org,pogo.org,"Washington, DC",Project on Government Oversight,https://www.pogo.org/,United States
Oversight Initiative,askmoreknowmore,Center-left,http://pogo.org/coi,pogo.org,pogo.org,"Washington, DC",Project on Government Oversight,https://www.pogo.org/,United States
Danielle Brian,daniellebrian,Center-left,http://www.pogo.org,pogo.org,pogo.org,"Washington, DC",Project on Government Oversight,https://www.pogo.org/,United States
David Hilzenrath,davidhilzenrath,Center-left,http://www.pogo.org/,pogo.org,pogo.org,"Washington, D.C.",Project on Government Oversight,https://www.pogo.org/,United States
For Effective Gov,foreffectivegov,Center-left,http://www.pogo.org/our-work/,pogo.org,pogo.org,"Washington, D.C.",Project on Government Oversight,https://www.pogo.org/,United States
Project Syndicate,prosyn,Center-left,http://project-syndicate.org,project-syndicate.org,project-syndicate.org,,Project Syndicate,https://www.project-syndicate.org/,Czechia
Project Syndicate PL,prosyn_pl,Center-left,http://www.project-syndicate.org,project-syndicate.org,project-syndicate.org,,Project Syndicate,https://www.project-syndicate.org/,Czechia
ProPublica,propublica,Center-left,http://www.propublica.org/,propublica.org,propublica.org,"New York, NY",Propublica,https://www.propublica.org/,United States
ProPublica Nerds,propubnerds,Center-left,http://propublica.org/nerds,propublica.org,propublica.org,New York,Propublica,https://www.propublica.org/,United States
ProPublica Privacy,propubprivacy,Center-left,http://propublica.org,propublica.org,propublica.org,New York City,Propublica,https://www.propublica.org/,United States
Pamela Colloff,pamelacolloff,Center-left,https://www.propublica.org/site/author/pamela_colloff,propublica.org,propublica.org,"Austin, TX",Propublica,https://www.propublica.org/,United States
Prospect Magazine,prospect_uk,Center-left,http://www.prospectmagazine.co.uk/,prospectmagazine.co.uk,prospectmagazine.co.uk,London,Prospect Magazine,https://www.prospectmagazine.co.uk/,United Kingdom
Sameer Rahim,sameerahim,Center-left,http://www.prospectmagazine.co.uk,prospectmagazine.co.uk,prospectmagazine.co.uk,London,Prospect Magazine,https://www.prospectmagazine.co.uk/,United Kingdom
Providence Journal,projo,Center-left,http://www.providencejournal.com/twitter,providencejournal,providencejournal,"Providence, RI",The Providence Journal,https://www.providencejournal.com/,United States
Mark Daniels,markdanielspj,Center-left,https://www.providencejournal.com/sports/patriots/,providencejournal,providencejournal,New England,The Providence Journal,https://www.providencejournal.com/,United States
Journal Photos,projophoto,Center-left,http://www.providencejournal.com/,providencejournal,providencejournal,"Providence, RI",The Providence Journal,https://www.providencejournal.com/,United States
Karen Bordeleau,karenbordeleau1,Center-left,http://www.providencejournal.com,providencejournal,providencejournal,"Connecticut, USA",The Providence Journal,https://www.providencejournal.com/,United States
Mark Reynolds,mrkrynlds,Center-left,http://www.providencejournal.com,providencejournal,providencejournal,"Providence, RI",The Providence Journal,https://www.providencejournal.com/,United States
Public Citizen,public_citizen,Center-left,http://www.citizen.org,citizen.org,citizen.org,"Washington, DC",Public Citizen,https://www.citizen.org/,United States
Public Citizen Texas,publiccitizentx,Center-left,http://citizen.org/texas,citizen.org,citizen.org,"Austin, TX",Public Citizen,https://www.citizen.org/,United States
Lisa Gilbert,lisa_pubcitizen,Center-left,http://www.citizen.org,citizen.org,citizen.org,Washington DC,Public Citizen,https://www.citizen.org/,United States
Quartz,qz,Center-left,https://qz.com/,qz,qz,The World,Quartz,https://qz.com/,United States
Quartz Africa,qzafrica,Center-left,http://qz.com/416033,qz,qz,,Quartz,https://qz.com/,United States
Quartz India,qzindia,Center-left,http://qz.com/india,qz,qz,India,Quartz,https://qz.com/,United States
Quartz Things,quartzthings,Center-left,http://qz.com/re/quartzthings,qz,qz,🌴🗽💂,Quartz,https://qz.com/,United States
Quartz Creative,quartzcreative,Center-left,https://qz.com/creative/,qz,qz,"New York, NY",Quartz,https://qz.com/,United States
Radio Free Asia,radiofreeasia,Center-left,http://www.rfa.org/english/,rfa.org,rfa.org,"Washington, DC",Radio Free Asia,https://www.rfa.org/,United States
RFA Khmer/វិទ្យុអាស៊ីសេរី,radiofreeasiakh,Center-left,https://www.rfa.org/khmer,rfa.org,rfa.org,Cambodia,Radio Free Asia,https://www.rfa.org/,United States
Bay Fang,bayfang,Center-left,http://www.rfa.org,rfa.org,rfa.org,"Washington, DC",Radio Free Asia,https://www.rfa.org/,United States
RadioFreeAsia_Uyghur,rfa_uyghurnews,Center-left,https://www.rfa.org/uyghur/,rfa.org,rfa.org,"Washington, DC",Radio Free Asia,https://www.rfa.org/,United States
MamatJan Juma,mamatjanjuma,Center-left,http://www.rfa.org,rfa.org,rfa.org,"Washington, DC",Radio Free Asia,https://www.rfa.org/,United States
Radio Televisión Martí,martinoticias,Center-left,https://www.radiotelevisionmarti.com/,radiotelevisionmarti,radiotelevisionmarti,Miami,Radio Television Marti,https://www.radiotelevisionmarti.com/,United States
The News & Observer,newsobserver,Center-left,http://www.newsobserver.com/donate,newsobserver,newsobserver,"Raleigh, NC",Raleigh News and Observer,https://www.newsobserver.com/,United States
Dave Hendrickson,newso_daveh,Center-left,http://www.newsobserver.com,newsobserver,newsobserver,"Raleigh, NC",Raleigh News and Observer,https://www.newsobserver.com/,United States
Chip Alexander,ice_chip,Center-left,http://newsobserver.com/carolina-hurricanes/,newsobserver,newsobserver,"Raleigh, N.C.",Raleigh News and Observer,https://www.newsobserver.com/,United States
ethanhyman,ethanhyman,Center-left,http://www.newsobserver.com,newsobserver,newsobserver,"Raleigh, NC",Raleigh News and Observer,https://www.newsobserver.com/,United States
Rappler,rapplerdotcom,Center-left,http://www.rappler.com,rappler,rappler,Philippines,Rappler,https://www.rappler.com/,Philippines
Rappler Sports,rapplersports,Center-left,http://rappler.com/sports,rappler,rappler,Philippines,Rappler,https://www.rappler.com/,Philippines
Rappler Minus Contxt,rpplrminuscntxt,Center-left,http://rappler.com,rappler,rappler,Manila,Rappler,https://www.rappler.com/,Philippines
Maria Ressa,mariaressa,Center-left,https://www.rappler.com/author/maria-a-ressa,rappler,rappler,Philippines,Rappler,https://www.rappler.com/,Philippines
Marites D. Vitug,maritesdvitug,Center-left,http://www.rappler.com,rappler,rappler,"Manila, Philippines",Rappler,https://www.rappler.com/,Philippines
Camille Elemia 陈可娜,camilleelemia,Center-left,https://rappler.com/author/camille-elemia,rappler,rappler,Philippines,Rappler,https://www.rappler.com/,Philippines
RationalWiki,rationalwiki,Center-left,http://rationalwiki.org,rationalwiki.org,rationalwiki.org,All over the world,RationalWiki,https://rationalwiki.org/wiki/Main_Page,United States
Religion News Service,rns,Center-left,http://religionnews.com,religionnews,religionnews,USA,Religion News Service (RNS),http://religionnews.com,Unknown
Roxanne Stone,roxyleestone,Center-left,https://religionnews.com/saved-by-the-city/,religionnews,religionnews,"New York, NY",Religion News Service (RNS),http://religionnews.com,Unknown
Jana Riess,janariess,Center-left,https://religionnews.com/category/opinion/columns/jana-riess/,religionnews,religionnews,Cincinnati,Religion News Service (RNS),http://religionnews.com,Unknown
RGJ.com,rgj,Center-left,https://www.rgj.com/,rgj,rgj,"iPhone: 39.518032,-119.813146",Reno Gazette Journal,https://www.rgj.com,United States
James DeHaven,jamesdehaven,Center-left,http://rgj.com,rgj,rgj,"Carson City, Nev.",Reno Gazette Journal,https://www.rgj.com,United States
PeggySantoro,peggylsantoro,Center-left,http://rgj.com,rgj,rgj,"Reno, Nevada",Reno Gazette Journal,https://www.rgj.com,United States
Andy Barron,andybarron10,Center-left,http://rgj.com,rgj,rgj,,Reno Gazette Journal,https://www.rgj.com,United States
RGJ Business,rgjbusiness,Center-left,http://www.rgj.com/section/biz,rgj,rgj,"Reno, Nevada",Reno Gazette Journal,https://www.rgj.com,United States
RGJ Entertainment,rgj_ent,Center-left,http://rgj.com/entertainment,rgj,rgj,"Reno, NV",Reno Gazette Journal,https://www.rgj.com,United States
RepresentUs,representus,Center-left,https://represent.us/tw,represent.us,represent.us,,Represent.Us,https://represent.us/,United States
Jennifer Lawrence - Represent.Us,jlawrence_repus,Center-left,http://represent.us/justicenow,represent.us,represent.us,,Represent.Us,https://represent.us/,United States
RepresentUs Charlotte,representusclt,Center-left,https://represent.us/,represent.us,represent.us,"Charlotte, NC",Represent.Us,https://represent.us/,United States
represent.us Los Angeles Chapter,represent_la,Center-left,http://represent.us,represent.us,represent.us,"Los Angeles, CA",Represent.Us,https://represent.us/,United States
CIR,cironline,Center-left,http://revealnews.org,revealnews.org,revealnews.org,California,Reveal – Center for Investigative Reporting,https://www.revealnews.org/,United States
Michael Montgomery,mdmontgomery,Center-left,http://www.revealnews.org,revealnews.org,revealnews.org,"San Francisco, California",Reveal – Center for Investigative Reporting,https://www.revealnews.org/,United States
Trey Bundy,treybundy,Center-left,http://revealnews.org,revealnews.org,revealnews.org,San Francisco,Reveal – Center for Investigative Reporting,https://www.revealnews.org/,United States
Will Evans,willcir,Center-left,http://revealnews.org,revealnews.org,revealnews.org,Bay Area,Reveal – Center for Investigative Reporting,https://www.revealnews.org/,United States
Elizabeth Shogren,shogrene,Center-left,http://revealnews.org,revealnews.org,revealnews.org,"Washington, DC",Reveal – Center for Investigative Reporting,https://www.revealnews.org/,United States
Jennifer Gollan,jennifergollan,Center-left,http://revealnews.org,revealnews.org,revealnews.org,San Francisco,Reveal – Center for Investigative Reporting,https://www.revealnews.org/,United States
The Militarist Monitor,militaristweb,Center-left,https://militarist-monitor.org,militarist-monitor.org,militarist-monitor.org,,Militarist Monitor,https://militarist-monitor.org/,Unknown
Rock Hill Herald,rhherald,Center-left,http://www.heraldonline.com,heraldonline,heraldonline,"Rock Hill, S.C.",Rock Hill Herald,https://www.heraldonline.com/,United States
Rock Hill Herald Preps,rhherald_preps,Center-left,http://www.heraldonline.com/sports/#navlink=navbar,heraldonline,heraldonline,"Rock Hill, SC",Rock Hill Herald,https://www.heraldonline.com/,United States
Roosevelt Institute,rooseveltinst,Center-left,http://rooseveltinstitute.org,rooseveltinstitute.org,rooseveltinstitute.org,"New York, NY",Roosevelt Institute,https://rooseveltinstitute.org/,United States
The Sacramento Bee,sacbee_news,Center-left,http://www.sacbee.com,sacbee,sacbee,"Sacramento, CA",Sacramento Bee,https://www.sacbee.com,United States
SacBee Editorial Board,sacbeeeditboard,Center-left,http://www.sacbee.com/opinion,sacbee,sacbee,"Sacramento, CA",Sacramento Bee,https://www.sacbee.com,United States
Joe Davidson,sacbee_joed,Center-left,http://www.sacbee.com/sports/high-school/joe-davidson/#navlink=subnav,sacbee,sacbee,"Sacramento, CA",Sacramento Bee,https://www.sacbee.com,United States
Jason Anderson,jandersonsacbee,Center-left,http://sacbee.com/kings,sacbee,sacbee,"Sacramento, CA",Sacramento Bee,https://www.sacbee.com,United States
Amy Chance - Sacbee,amy_chance,Center-left,http://www.sacbee.com,sacbee,sacbee,Sacramento,Sacramento Bee,https://www.sacbee.com,United States
Chris Biderman,chrisbiderman,Center-left,http://sacbee.com/49ers,sacbee,sacbee,Bay Area,Sacramento Bee,https://www.sacbee.com,United States
The Salt Lake Tribune,sltrib,Center-left,http://www.sltrib.com,sltrib,sltrib,"Salt Lake City, Utah",Salt Lake Tribune,https://www.sltrib.com/,United States
Salt Lake Tribune Sports,sltribsports,Center-left,http://sltrib.com/sports,sltrib,sltrib,Salt Lake City,Salt Lake Tribune,https://www.sltrib.com/,United States
Salt Lake Tribune politics,sltribpolitics,Center-left,http://www.sltrib.com,sltrib,sltrib,"Salt Lake City, Utah",Salt Lake Tribune,https://www.sltrib.com/,United States
Pat Bagley,patbagley,Center-left,http://sltrib.com,sltrib,sltrib,Salt Lake City,Salt Lake Tribune,https://www.sltrib.com/,United States
Eric Walden,tribjazz,Center-left,http://www.sltrib.com,sltrib,sltrib,"Salt Lake City, Utah",Salt Lake Tribune,https://www.sltrib.com/,United States
Andy Larsen,andyblarsen,Center-left,https://www.sltrib.com/unlimitedweek/?tpcc=andy,sltrib,sltrib,"SLC, UT",Salt Lake Tribune,https://www.sltrib.com/,United States
Peggy Fletcher Stack,religiongal,Center-left,http://sltrib.com,sltrib,sltrib,Salt Lake City,Salt Lake Tribune,https://www.sltrib.com/,United States
Grant Burningham,granteb,Center-left,http://sltrib.com,sltrib,sltrib,Utah,Salt Lake Tribune,https://www.sltrib.com/,United States
Josh Newman,joshua_newman,Center-left,https://www.sltrib.com/author/jnewman/,sltrib,sltrib,,Salt Lake Tribune,https://www.sltrib.com/,United States
Joe Baird,jbairdsltrib,Center-left,http://www.sltrib.com/sports,sltrib,sltrib,"Salt Lake City, Utah",Salt Lake Tribune,https://www.sltrib.com/,United States
San Antonio Express-News,expressnews,Center-left,http://www.expressnews.com,expressnews,expressnews,"San Antonio, TX",San Antonio ExpressNews,https://www.expressnews.com/,United States
Laura Garcia,reporter_laura,Center-left,https://www.expressnews.com/author/laura-garcia/,expressnews,expressnews,"San Antonio, TX",San Antonio ExpressNews,https://www.expressnews.com/,United States
Joshua Fechter 📝,jfreports,Center-left,http://www.expressnews.com/author/joshua-fechter/,expressnews,expressnews,"San Antonio, TX",San Antonio ExpressNews,https://www.expressnews.com/,United States
RichardMarini,richardmarini,Center-left,http://www.expressnews.com/author/richard-marini/,expressnews,expressnews,"San Antonio, TX",San Antonio ExpressNews,https://www.expressnews.com/,United States
madisoniszler,madisoniszler,Center-left,https://www.expressnews.com/author/madison-iszler/,expressnews,expressnews,"San Antonio, TX",San Antonio ExpressNews,https://www.expressnews.com/,United States
David Alton Dodd,davidaltondodd,Center-left,http://www.sandiegoreader.com,sandiegoreader,sandiegoreader,"Hell, California, USA",San Diego Reader,https://www.sandiegoreader.com,United States
San Francisco Chronicle,sfchronicle,Center-left,http://sfchronicle.com,sfchronicle,sfchronicle,"San Francisco, CA",San Francisco Chronicle,https://www.sfchronicle.com/,United States
Joe Garofoli,joegarofoli,Center-left,https://www.sfchronicle.com/author/joe-garofoli/,sfchronicle,sfchronicle,"San Francisco, CA",San Francisco Chronicle,https://www.sfchronicle.com/,United States
Heather Knight,hknightsf,Center-left,http://sfchronicle.com,sfchronicle,sfchronicle,San Francisco,San Francisco Chronicle,https://www.sfchronicle.com/,United States
SF City Insider,sfcityinsider,Center-left,http://www.sfchronicle.com,sfchronicle,sfchronicle,San Francisco,San Francisco Chronicle,https://www.sfchronicle.com/,United States
SF Examiner,sfexaminer,Center-left,http://www.sfexaminer.com,sfexaminer,sfexaminer,"San Francisco, CA",San Francisco Examiner,http://www.sfexaminer.com,United States
Steve Drumwright,sfex_drumwright,Center-left,http://www.sfexaminer.com,sfexaminer,sfexaminer,San Francisco,San Francisco Examiner,http://www.sfexaminer.com,United States
Mercury News,mercnews,Center-left,http://www.mercurynews.com,mercurynews,mercurynews,"Silicon Valley, CA",San Jose Mercury News,https://www.mercurynews.com/,United States
Lisa M. Krieger,lisamkrieger,Center-left,http://www.mercurynews.com,mercurynews,mercurynews,"Palo Alto, CA",San Jose Mercury News,https://www.mercurynews.com/,United States
Stephanie Finucane,slotriboped,Center-left,http://www.sanluisobispo.com,sanluisobispo,sanluisobispo,"San Luis Obispo, California",San Luis Obispo Tribune,https://www.sanluisobispo.com/,United States
David Middlecamp,davidmiddlecamp,Center-left,http://www.sanluisobispo.com/photos-from-the-vault/,sanluisobispo,sanluisobispo,"San Luis Obispo, CA",San Luis Obispo Tribune,https://www.sanluisobispo.com/,United States
Joe Tarica,joetarica,Center-left,http://sanluisobispo.com,sanluisobispo,sanluisobispo,,San Luis Obispo Tribune,https://www.sanluisobispo.com/,United States
Janet Lavelle,janet_lavelle,Center-left,http://sanluisobispo.com,sanluisobispo,sanluisobispo,,San Luis Obispo Tribune,https://www.sanluisobispo.com/,United States
Santa Barbara Independent,sbindynews,Center-left,http://www.independent.com/,independent,independent,Santa Barbara California,Santa Barbara Independent,http://www.independent.com/,Unknown
Charles Donelan,indycharles,Center-left,http://independent.com,independent,independent,Santa Barbara,Santa Barbara Independent,http://www.independent.com/,Unknown
SAPIENS,sapiens_org,Center-left,http://sapiens.org,sapiens.org,sapiens.org,"Denver, CO",Sapiens,https://www.sapiens.org,United States
ScoopWhoop,scoopwhoop,Center-left,http://www.scoopwhoop.com,scoopwhoop,scoopwhoop,India,ScoopWhoop,https://www.scoopwhoop.com,India
Rishi Pratim Mukherjee,chillmongger,Center-left,http://www.scoopwhoop.com/,scoopwhoop,scoopwhoop,New Delhi,ScoopWhoop,https://www.scoopwhoop.com,India
scroll.in,scroll_in,Center-left,https://scroll.in/,scroll.in,scroll.in,,Scroll.in,https://scroll.in/,India
naresh fernandes,tajmahalfoxtrot,Center-left,http://www.scroll.in,scroll.in,scroll.in,mumbai,Scroll.in,https://scroll.in/,India
Nandini Ramnath,nandiniramnath,Center-left,http://www.scroll.in,scroll.in,scroll.in,Bombay,Scroll.in,https://scroll.in/,India
Rohan Venkat,rohanv,Center-left,https://scroll.in/author/396,scroll.in,scroll.in,"New Delhi, India",Scroll.in,https://scroll.in/,India
Shoaib Daniyal,shoaibdaniyal,Center-left,https://scroll.in/author/362,scroll.in,scroll.in,India,Scroll.in,https://scroll.in/,India
The Seattle Times,seattletimes,Center-left,http://seattletimes.com,seattletimes,seattletimes,"Seattle, WA",Seattle Times,http://www.seattletimes.com/,United States
Seattle Times Biz,seatimesbiz,Center-left,http://www.seattletimes.com/businesstechnology,seattletimes,seattletimes,"Seattle, Washington",Seattle Times,http://www.seattletimes.com/,United States
Seattle Times Sports,seatimessports,Center-left,http://seattletimes.com/sports/,seattletimes,seattletimes,"Seattle, WA",Seattle Times,http://www.seattletimes.com/,United States
Seattle Times Aero,seatimesaero,Center-left,http://www.seattletimes.com/business/boeing-aerospace/,seattletimes,seattletimes,"Seattle, Washington",Seattle Times,http://www.seattletimes.com/,United States
SeattleTimes Opinion,seatimesopinion,Center-left,http://www.seattletimes.com/opinion,seattletimes,seattletimes,"Seattle, WA",Seattle Times,http://www.seattletimes.com/,United States
Seattle Times Education Lab,educationlab,Center-left,http://seattletimes.com/education-lab/,seattletimes,seattletimes,"Seattle, WA",Seattle Times,http://www.seattletimes.com/,United States
Seattle Times Explore,seatimesexplore,Center-left,http://www.seattletimes.com/explore,seattletimes,seattletimes,"Seattle, WA",Seattle Times,http://www.seattletimes.com/,United States
The Sentencing Project,sentencingproj,Center-left,http://www.sentencingproject.org,sentencingproject.org,sentencingproject.org,"Washington, D.C.",Sentencing Project,https://www.sentencingproject.org/,Unknown
SFGATE,sfgate,Center-left,http://sfgate.com,sfgate,sfgate,San Francisco,SFGate,https://www.sfgate.com/,United States
All SFGate Feeds,allsfgate,Center-left,http://www.sfgate.com,sfgate,sfgate,"San Francisco, CA",SFGate,https://www.sfgate.com/,United States
"Gabe Fernandez, smiling politely",thelatinochild,Center-left,https://www.sfgate.com/,sfgate,sfgate,,SFGate,https://www.sfgate.com/,United States
snopes.com,snopes,Center-left,http://www.snopes.com,snopes,snopes,,Snopes,https://www.snopes.com/,United States
Snopes Video,snopesvideo,Center-left,http://www.snopes.com,snopes,snopes,,Snopes,https://www.snopes.com/,United States
Jessica Lee,byjlee,Center-left,https://www.snopes.com/,snopes,snopes,"Minneapolis, MN",Snopes,https://www.snopes.com/,United States
Dan Evon,danieljevon,Center-left,http://snopes.com,snopes,snopes,Chicago,Snopes,https://www.snopes.com/,United States
